id,movie_id,theater_id,date,time,format,price,screen_number
ST061,MOV006,TH003,2024-12-20,17:30,Standard,16.99,1
ST062,MOV006,TH009,2024-12-20,11:00,Standard,13.99,1
ST063,MOV006,TH009,2024-12-20,13:30,Standard,13.99,1
ST064,MOV006,TH009,2024-12-20,16:00,Standard,13.99,1
ST065,MOV007,TH001,2024-12-20,12:00,Standard,16.99,7
ST066,MOV007,TH001,2024-12-20,15:00,Standard,16.99,7
ST067,MOV007,TH001,2024-12-20,18:00,Standard,18.99,7
ST068,MOV007,TH001,2024-12-20,21:00,Standard,18.99,7
ST069,MOV007,TH005,2024-12-20,13:00,IMAX,24.99,1
ST070,MOV007,TH005,2024-12-20,16:30,IMAX,24.99,1
ST071,MOV007,TH005,2024-12-20,20:00,IMAX,24.99,1
ST072,MOV008,TH001,2024-12-20,11:30,Standard,16.99,8
ST073,MOV008,TH001,2024-12-20,14:30,Standard,16.99,8
ST074,MOV008,TH001,2024-12-20,17:30,Standard,18.99,8
ST075,MOV008,TH001,2024-12-20,20:30,Standard,18.99,8
ST076,MOV008,TH004,2024-12-20,12:30,Dolby Cinema,22.99,2
ST077,MOV008,TH004,2024-12-20,16:00,Dolby Cinema,22.99,2
ST078,MOV008,TH004,2024-12-20,19:30,Dolby Cinema,22.99,2
ST079,MOV009,TH001,2024-12-20,10:00,IMAX,24.99,1
ST080,MOV009,TH001,2024-12-20,13:30,Standard,16.99,9
ST081,MOV009,TH001,2024-12-20,17:00,Standard,18.99,9
ST082,MOV009,TH001,2024-12-20,20:30,Standard,18.99,9
ST083,MOV009,TH002,2024-12-20,11:30,IMAX,23.99,1
ST084,MOV009,TH002,2024-12-20,15:30,IMAX,23.99,1
ST085,MOV009,TH002,2024-12-20,19:30,IMAX,23.99,1
ST086,MOV010,TH001,2024-12-20,13:00,Dolby Cinema,22.99,2
ST087,MOV010,TH001,2024-12-20,16:30,Dolby Cinema,22.99,2
ST088,MOV010,TH001,2024-12-20,20:00,Dolby Cinema,22.99,2
ST089,MOV010,TH001,2024-12-20,23:30,Dolby Cinema,22.99,2
ST090,MOV010,TH005,2024-12-20,14:00,Standard,17.99,5
ST091,MOV010,TH005,2024-12-20,17:30,Standard,19.99,5
ST092,MOV010,TH005,2024-12-20,21:00,Standard,19.99,5
ST093,MOV011,TH001,2024-12-20,09:00,Standard,14.99,10
ST094,MOV011,TH001,2024-12-20,11:30,Standard,14.99,10
ST095,MOV011,TH001,2024-12-20,14:00,Standard,14.99,10
ST096,MOV011,TH001,2024-12-20,16:30,Standard,16.99,10
ST097,MOV011,TH002,2024-12-20,10:00,Standard,14.99,4
ST098,MOV011,TH002,2024-12-20,12:30,Standard,14.99,4
ST099,MOV011,TH002,2024-12-20,15:00,Standard,14.99,4
ST100,MOV011,TH009,2024-12-20,10:30,Standard,12.99,2
ST101,MOV012,TH001,2024-12-20,12:30,IMAX,24.99,1
ST102,MOV012,TH001,2024-12-20,16:00,IMAX,24.99,1
ST103,MOV012,TH001,2024-12-20,19:30,IMAX,24.99,1
ST104,MOV012,TH005,2024-12-20,13:30,Dolby Cinema,23.99,2
ST105,MOV012,TH005,2024-12-20,17:00,Dolby Cinema,23.99,2
ST106,MOV012,TH005,2024-12-20,20:30,Dolby Cinema,23.99,2
ST107,MOV013,TH001,2024-12-20,11:00,IMAX,24.99,1
ST108,MOV013,TH001,2024-12-20,14:30,IMAX,24.99,1
ST109,MOV013,TH001,2024-12-20,18:00,IMAX,24.99,1
ST110,MOV013,TH001,2024-12-20,21:30,IMAX,24.99,1
ST111,MOV013,TH001,2024-12-20,12:00,Dolby Cinema,22.99,2
ST112,MOV013,TH001,2024-12-20,15:30,Dolby Cinema,22.99,2
ST113,MOV013,TH001,2024-12-20,19:00,Dolby Cinema,22.99,2
ST114,MOV013,TH001,2024-12-20,22:30,Dolby Cinema,22.99,2
ST115,MOV013,TH002,2024-12-20,10:30,IMAX,23.99,1
ST116,MOV013,TH002,2024-12-20,14:00,IMAX,23.99,1
ST117,MOV013,TH002,2024-12-20,17:30,IMAX,23.99,1
ST118,MOV013,TH002,2024-12-20,21:00,IMAX,23.99,1
ST119,MOV013,TH004,2024-12-20,13:00,Standard,17.99,7
ST120,MOV013,TH004,2024-12-20,16:30,Standard,19.99,7
ST121,MOV013,TH004,2024-12-20,20:00,Standard,19.99,7
ST122,MOV013,TH004,2024-12-20,23:30,Standard,19.99,7
ST123,MOV013,TH005,2024-12-20,11:30,IMAX,24.99,1
ST124,MOV013,TH005,2024-12-20,15:00,IMAX,24.99,1
ST125,MOV013,TH005,2024-12-20,18:30,IMAX,24.99,1
ST126,MOV013,TH005,2024-12-20,22:00,IMAX,24.99,1
ST127,MOV014,TH001,2024-12-20,14:00,Standard,17.99,11
ST128,MOV014,TH001,2024-12-20,17:00,Standard,19.99,11
ST129,MOV014,TH001,2024-12-20,20:00,Standard,19.99,11
ST130,MOV014,TH001,2024-12-20,23:00,Standard,19.99,11
ST131,MOV014,TH002,2024-12-20,15:00,Dolby Cinema,21.99,2
ST132,MOV014,TH002,2024-12-20,18:00,Dolby Cinema,21.99,2
ST133,MOV014,TH002,2024-12-20,21:00,Dolby Cinema,21.99,2
ST134,MOV015,TH001,2024-12-20,11:30,Standard,16.99,12
ST135,MOV015,TH001,2024-12-20,14:15,Standard,16.99,12
ST136,MOV015,TH001,2024-12-20,17:00,Standard,18.99,12
ST137,MOV015,TH001,2024-12-20,19:45,Standard,18.99,12
ST138,MOV015,TH001,2024-12-20,22:30,Standard,18.99,12
ST139,MOV015,TH003,2024-12-20,13:00,Standard,16.99,3
ST140,MOV015,TH003,2024-12-20,15:45,Standard,16.99,3
ST141,MOV015,TH003,2024-12-20,18:30,Standard,18.99,3
ST142,MOV015,TH003,2024-12-20,21:15,Standard,18.99,3
ST143,MOV020,TH001,2024-12-20,10:00,IMAX,24.99,1
ST144,MOV020,TH001,2024-12-20,13:30,IMAX,24.99,1
ST145,MOV020,TH001,2024-12-20,17:00,IMAX,24.99,1
ST146,MOV020,TH001,2024-12-20,20:30,IMAX,24.99,1
ST147,MOV020,TH001,2024-12-20,11:00,Dolby Cinema,22.99,2
ST148,MOV020,TH001,2024-12-20,14:30,Dolby Cinema,22.99,2
ST149,MOV020,TH001,2024-12-20,18:00,Dolby Cinema,22.99,2
ST150,MOV020,TH001,2024-12-20,21:30,Dolby Cinema,22.99,2
ST151,MOV046,TH001,2024-12-20,17:00,Standard,17.49,12
ST152,MOV046,TH001,2024-12-20,15:30,Dolby Cinema,23.99,3
ST153,MOV040,TH001,2024-12-20,20:30,Dolby Cinema,25.99,7
ST154,MOV040,TH001,2024-12-20,13:30,Dolby Cinema,23.99,7
ST155,MOV040,TH001,2024-12-20,17:00,IMAX,24.99,14
ST156,MOV040,TH001,2024-12-20,13:00,3D,19.99,5
ST157,MOV069,TH001,2024-12-20,15:30,3D,19.99,9
ST158,MOV069,TH001,2024-12-20,21:00,Dolby Cinema,25.99,8
ST159,MOV069,TH001,2024-12-20,10:00,Standard,14.99,15
ST160,MOV069,TH001,2024-12-20,15:00,Standard,17.49,15
ST161,MOV079,TH001,2024-12-20,16:00,IMAX,24.99,11
ST162,MOV079,TH001,2024-12-20,11:00,3D,17.99,6
ST163,MOV073,TH001,2024-12-20,22:00,Dolby Cinema,25.99,1
ST164,MOV073,TH001,2024-12-20,15:00,3D,19.99,2
ST165,MOV073,TH001,2024-12-20,15:30,3D,19.99,2
ST166,MOV073,TH001,2024-12-20,12:30,Standard,17.49,8
ST167,MOV032,TH001,2024-12-20,13:30,Standard,17.49,15
ST168,MOV032,TH001,2024-12-20,11:30,Standard,14.99,14
ST169,MOV032,TH001,2024-12-20,21:30,Dolby Cinema,25.99,2
ST170,MOV014,TH001,2024-12-20,09:00,IMAX,22.99,1
ST171,MOV014,TH001,2024-12-20,19:30,Standard,19.99,5
ST172,MOV014,TH001,2024-12-20,14:30,Dolby Cinema,23.99,3
ST173,MOV055,TH001,2024-12-20,16:30,3D,19.99,14
ST174,MOV055,TH001,2024-12-20,18:00,3D,21.99,13
ST175,MOV055,TH001,2024-12-20,09:30,IMAX,22.99,4
ST176,MOV080,TH001,2024-12-20,22:00,Standard,19.99,1
ST177,MOV080,TH001,2024-12-20,13:30,Dolby Cinema,23.99,14
ST178,MOV050,TH001,2024-12-20,18:30,Standard,19.99,2
ST179,MOV050,TH001,2024-12-20,14:00,IMAX,24.99,15
ST180,MOV039,TH001,2024-12-20,15:30,IMAX,24.99,3
ST181,MOV039,TH001,2024-12-20,13:00,Standard,17.49,12
ST182,MOV039,TH001,2024-12-20,09:30,3D,17.99,11
ST183,MOV039,TH001,2024-12-20,23:30,IMAX,26.99,2
ST184,MOV044,TH001,2024-12-20,22:00,Standard,19.99,8
ST185,MOV044,TH001,2024-12-20,12:00,IMAX,24.99,12
ST186,MOV044,TH001,2024-12-20,20:30,Dolby Cinema,25.99,12
ST187,MOV064,TH001,2024-12-20,18:00,IMAX,26.99,14
ST188,MOV064,TH001,2024-12-20,10:30,IMAX,22.99,13
ST189,MOV077,TH001,2024-12-20,23:30,Standard,19.99,8
ST190,MOV077,TH001,2024-12-20,22:30,IMAX,26.99,3
ST191,MOV016,TH001,2024-12-20,10:30,IMAX,22.99,12
ST192,MOV016,TH001,2024-12-20,20:00,IMAX,26.99,4
ST193,MOV052,TH001,2024-12-20,23:00,Standard,19.99,11
ST194,MOV052,TH001,2024-12-20,22:00,Standard,19.99,15
ST195,MOV052,TH001,2024-12-20,19:30,Dolby Cinema,25.99,15
ST196,MOV007,TH001,2024-12-20,23:30,Standard,19.99,7
ST197,MOV007,TH001,2024-12-20,19:00,IMAX,26.99,10
ST198,MOV007,TH001,2024-12-20,23:00,IMAX,26.99,5
ST199,MOV007,TH001,2024-12-20,18:00,Standard,19.99,10
ST200,MOV045,TH002,2024-12-20,16:00,Dolby Cinema,23.99,4
ST201,MOV045,TH002,2024-12-20,15:30,3D,19.99,12
ST202,MOV045,TH002,2024-12-20,18:30,Dolby Cinema,25.99,1
ST203,MOV019,TH002,2024-12-20,20:00,3D,21.99,13
ST204,MOV019,TH002,2024-12-20,22:00,Dolby Cinema,25.99,7
ST205,MOV019,TH002,2024-12-20,15:00,IMAX,24.99,6
ST206,MOV008,TH002,2024-12-20,14:00,3D,19.99,12
ST207,MOV008,TH002,2024-12-20,10:00,Dolby Cinema,21.99,3
ST208,MOV008,TH002,2024-12-20,11:00,Dolby Cinema,21.99,12
ST209,MOV008,TH002,2024-12-20,17:00,3D,19.99,8
ST210,MOV039,TH002,2024-12-20,10:00,3D,17.99,7
ST211,MOV039,TH002,2024-12-20,21:00,3D,21.99,3
ST212,MOV058,TH002,2024-12-20,23:00,Dolby Cinema,25.99,14
ST213,MOV058,TH002,2024-12-20,23:30,Dolby Cinema,25.99,14
ST214,MOV058,TH002,2024-12-20,16:00,IMAX,24.99,13
ST215,MOV058,TH002,2024-12-20,16:30,Standard,17.49,1
ST216,MOV070,TH002,2024-12-20,09:30,IMAX,22.99,6
ST217,MOV070,TH002,2024-12-20,23:00,Standard,19.99,16
ST218,MOV070,TH002,2024-12-20,19:30,Standard,19.99,1
ST219,MOV067,TH002,2024-12-20,16:00,3D,19.99,11
ST220,MOV067,TH002,2024-12-20,18:00,Standard,19.99,1
ST221,MOV067,TH002,2024-12-20,12:30,3D,19.99,15
ST222,MOV047,TH002,2024-12-20,22:00,3D,21.99,15
ST223,MOV047,TH002,2024-12-20,15:00,Standard,17.49,13
ST224,MOV047,TH002,2024-12-20,12:30,3D,19.99,16
ST225,MOV027,TH002,2024-12-20,17:30,3D,19.99,2
ST226,MOV027,TH002,2024-12-20,10:30,Dolby Cinema,21.99,3
ST227,MOV027,TH002,2024-12-20,12:00,IMAX,24.99,14
ST228,MOV027,TH002,2024-12-20,17:00,Standard,17.49,2
ST229,MOV029,TH002,2024-12-20,10:00,3D,17.99,14
ST230,MOV029,TH002,2024-12-20,23:30,3D,21.99,2
ST231,MOV029,TH002,2024-12-20,19:00,Dolby Cinema,25.99,16
ST232,MOV074,TH002,2024-12-20,16:30,Standard,17.49,7
ST233,MOV074,TH002,2024-12-20,14:30,3D,19.99,2
ST234,MOV074,TH002,2024-12-20,12:30,Standard,17.49,6
ST235,MOV074,TH002,2024-12-20,09:30,Dolby Cinema,21.99,5
ST236,MOV028,TH002,2024-12-20,10:30,Dolby Cinema,21.99,11
ST237,MOV028,TH002,2024-12-20,21:30,Standard,19.99,1
ST238,MOV028,TH002,2024-12-20,11:00,3D,17.99,14
ST239,MOV073,TH002,2024-12-20,09:00,Dolby Cinema,21.99,10
ST240,MOV073,TH002,2024-12-20,15:00,Dolby Cinema,23.99,7
ST241,MOV073,TH002,2024-12-20,12:30,Dolby Cinema,23.99,9
ST242,MOV073,TH002,2024-12-20,11:30,Dolby Cinema,21.99,2
ST243,MOV055,TH002,2024-12-20,21:00,Dolby Cinema,25.99,1
ST244,MOV055,TH002,2024-12-20,23:00,3D,21.99,4
ST245,MOV055,TH002,2024-12-20,15:00,Dolby Cinema,23.99,5
ST246,MOV025,TH003,2024-12-20,10:30,Dolby Cinema,21.99,2
ST247,MOV025,TH003,2024-12-20,15:00,3D,19.99,7
ST248,MOV061,TH003,2024-12-20,23:30,3D,21.99,4
ST249,MOV061,TH003,2024-12-20,13:30,Standard,17.49,3
ST250,MOV061,TH003,2024-12-20,15:00,3D,19.99,6
ST251,MOV018,TH003,2024-12-20,23:00,3D,21.99,6
ST252,MOV018,TH003,2024-12-20,21:30,Standard,19.99,5
ST253,MOV018,TH003,2024-12-20,17:30,Dolby Cinema,23.99,6
ST254,MOV005,TH003,2024-12-20,19:00,Dolby Cinema,25.99,2
ST255,MOV005,TH003,2024-12-20,18:30,Dolby Cinema,25.99,6
ST256,MOV005,TH003,2024-12-20,19:30,Standard,19.99,1
ST257,MOV005,TH003,2024-12-20,20:00,Standard,19.99,5
ST258,MOV068,TH003,2024-12-20,10:00,Standard,14.99,6
ST259,MOV068,TH003,2024-12-20,20:00,3D,21.99,5
ST260,MOV068,TH003,2024-12-20,19:00,Standard,19.99,6
ST261,MOV071,TH003,2024-12-20,16:00,Dolby Cinema,23.99,6
ST262,MOV071,TH003,2024-12-20,10:00,Dolby Cinema,21.99,2
ST263,MOV076,TH003,2024-12-20,16:30,Standard,17.49,6
ST264,MOV076,TH003,2024-12-20,23:00,3D,21.99,5
ST265,MOV076,TH003,2024-12-20,13:00,Dolby Cinema,23.99,6
ST266,MOV076,TH003,2024-12-20,18:00,Standard,19.99,2
ST267,MOV008,TH003,2024-12-20,14:30,Dolby Cinema,23.99,2
ST268,MOV008,TH003,2024-12-20,16:00,Dolby Cinema,23.99,3
ST269,MOV026,TH003,2024-12-20,14:30,Dolby Cinema,23.99,3
ST270,MOV026,TH003,2024-12-20,21:30,Standard,19.99,5
ST271,MOV023,TH003,2024-12-20,17:00,Standard,17.49,3
ST272,MOV023,TH003,2024-12-20,19:30,Standard,19.99,6
ST273,MOV023,TH003,2024-12-20,19:00,3D,21.99,4
ST274,MOV060,TH003,2024-12-20,20:30,3D,21.99,2
ST275,MOV060,TH003,2024-12-20,15:00,3D,19.99,6
ST276,MOV058,TH004,2024-12-20,21:00,Dolby Cinema,25.99,12
ST277,MOV058,TH004,2024-12-20,15:30,Dolby Cinema,23.99,12
ST278,MOV038,TH004,2024-12-20,19:30,3D,21.99,5
ST279,MOV038,TH004,2024-12-20,22:30,Standard,19.99,5
ST280,MOV051,TH004,2024-12-20,09:30,IMAX,22.99,5
ST281,MOV051,TH004,2024-12-20,21:30,Standard,19.99,2
ST282,MOV012,TH004,2024-12-20,10:30,Standard,14.99,1
ST283,MOV012,TH004,2024-12-20,20:00,IMAX,26.99,13
ST284,MOV021,TH004,2024-12-20,21:30,Dolby Cinema,25.99,7
ST285,MOV021,TH004,2024-12-20,17:00,3D,19.99,7
ST286,MOV021,TH004,2024-12-20,15:00,3D,19.99,8
ST287,MOV021,TH004,2024-12-20,11:00,Standard,14.99,2
ST288,MOV071,TH004,2024-12-20,16:30,Standard,17.49,14
ST289,MOV071,TH004,2024-12-20,09:00,IMAX,22.99,1
ST290,MOV071,TH004,2024-12-20,14:30,3D,19.99,13
ST291,MOV016,TH004,2024-12-20,20:00,IMAX,26.99,14
ST292,MOV016,TH004,2024-12-20,09:00,Standard,14.99,5
ST293,MOV016,TH004,2024-12-20,19:00,Standard,19.99,6
ST294,MOV015,TH004,2024-12-20,09:30,IMAX,22.99,1
ST295,MOV015,TH004,2024-12-20,12:30,IMAX,24.99,12
ST296,MOV030,TH004,2024-12-20,23:30,Dolby Cinema,25.99,14
ST297,MOV030,TH004,2024-12-20,10:00,3D,17.99,13
ST298,MOV030,TH004,2024-12-20,20:30,Standard,19.99,12
ST299,MOV030,TH004,2024-12-20,12:30,Standard,17.49,12
ST300,MOV039,TH004,2024-12-20,15:00,3D,19.99,3
ST301,MOV039,TH004,2024-12-20,22:00,Standard,19.99,12
ST302,MOV031,TH004,2024-12-20,11:30,IMAX,22.99,12
ST303,MOV031,TH004,2024-12-20,12:00,Dolby Cinema,23.99,14
ST304,MOV031,TH004,2024-12-20,22:30,Dolby Cinema,25.99,8
ST305,MOV062,TH004,2024-12-20,12:30,Dolby Cinema,23.99,1
ST306,MOV062,TH004,2024-12-20,09:00,3D,17.99,1
ST307,MOV062,TH004,2024-12-20,15:30,IMAX,24.99,11
ST308,MOV062,TH004,2024-12-20,11:30,IMAX,22.99,12
ST309,MOV074,TH004,2024-12-20,20:00,IMAX,26.99,10
ST310,MOV074,TH004,2024-12-20,22:00,IMAX,26.99,7
ST311,MOV074,TH004,2024-12-20,20:30,3D,21.99,7
ST312,MOV074,TH004,2024-12-20,10:30,Dolby Cinema,21.99,6
ST313,MOV060,TH004,2024-12-20,22:00,Dolby Cinema,25.99,2
ST314,MOV060,TH004,2024-12-20,23:30,Standard,19.99,1
ST315,MOV060,TH004,2024-12-20,17:00,IMAX,24.99,6
ST316,MOV034,TH004,2024-12-20,14:00,Standard,17.49,8
ST317,MOV034,TH004,2024-12-20,13:00,IMAX,24.99,11
ST318,MOV034,TH004,2024-12-20,19:00,Standard,19.99,14
ST319,MOV005,TH004,2024-12-20,09:00,Standard,14.99,7
ST320,MOV005,TH004,2024-12-20,20:30,IMAX,26.99,11
ST321,MOV005,TH004,2024-12-20,23:00,Standard,19.99,2
ST322,MOV078,TH005,2024-12-20,23:30,3D,21.99,8
ST323,MOV078,TH005,2024-12-20,10:30,Standard,14.99,14
ST324,MOV050,TH005,2024-12-20,20:30,IMAX,26.99,16
ST325,MOV050,TH005,2024-12-20,20:00,3D,21.99,6
ST326,MOV050,TH005,2024-12-20,19:30,Standard,19.99,3
ST327,MOV050,TH005,2024-12-20,17:00,3D,19.99,12
ST328,MOV063,TH005,2024-12-20,19:00,Standard,19.99,13
ST329,MOV063,TH005,2024-12-20,16:00,IMAX,24.99,9
ST330,MOV063,TH005,2024-12-20,13:30,3D,19.99,14
ST331,MOV063,TH005,2024-12-20,16:30,Dolby Cinema,23.99,3
ST332,MOV060,TH005,2024-12-20,15:30,Dolby Cinema,23.99,19
ST333,MOV060,TH005,2024-12-20,13:30,Standard,17.49,13
ST334,MOV068,TH005,2024-12-20,18:30,3D,21.99,3
ST335,MOV068,TH005,2024-12-20,10:00,IMAX,22.99,17
ST336,MOV068,TH005,2024-12-20,21:00,Standard,19.99,6
ST337,MOV011,TH005,2024-12-20,22:30,Dolby Cinema,25.99,12
ST338,MOV011,TH005,2024-12-20,14:30,Standard,17.49,9
ST339,MOV016,TH005,2024-12-20,18:30,IMAX,26.99,14
ST340,MOV016,TH005,2024-12-20,11:30,Standard,14.99,11
ST341,MOV016,TH005,2024-12-20,21:30,Standard,19.99,17
ST342,MOV013,TH005,2024-12-20,12:00,IMAX,24.99,17
ST343,MOV013,TH005,2024-12-20,20:00,IMAX,26.99,6
ST344,MOV017,TH005,2024-12-20,21:00,Standard,19.99,8
ST345,MOV017,TH005,2024-12-20,18:00,IMAX,26.99,9
ST346,MOV017,TH005,2024-12-20,10:00,IMAX,22.99,13
ST347,MOV017,TH005,2024-12-20,20:00,3D,21.99,8
ST348,MOV058,TH005,2024-12-20,19:00,Standard,19.99,18
ST349,MOV058,TH005,2024-12-20,19:30,Standard,19.99,6
ST350,MOV058,TH005,2024-12-20,13:00,Standard,17.49,6
ST351,MOV058,TH005,2024-12-20,11:30,IMAX,22.99,18
ST352,MOV053,TH005,2024-12-20,15:00,Standard,17.49,4
ST353,MOV053,TH005,2024-12-20,13:00,Standard,17.49,7
ST354,MOV053,TH005,2024-12-20,18:00,Dolby Cinema,25.99,11
ST355,MOV053,TH005,2024-12-20,13:30,3D,19.99,3
ST356,MOV044,TH005,2024-12-20,15:00,Standard,17.49,9
ST357,MOV044,TH005,2024-12-20,14:00,Dolby Cinema,23.99,18
ST358,MOV075,TH005,2024-12-20,14:00,3D,19.99,6
ST359,MOV075,TH005,2024-12-20,17:00,3D,19.99,7
ST360,MOV075,TH005,2024-12-20,19:00,Standard,19.99,12
ST361,MOV075,TH005,2024-12-20,10:00,3D,17.99,11
ST362,MOV008,TH005,2024-12-20,15:30,IMAX,24.99,5
ST363,MOV008,TH005,2024-12-20,22:00,Dolby Cinema,25.99,12
ST364,MOV051,TH005,2024-12-20,16:00,Standard,17.49,4
ST365,MOV051,TH005,2024-12-20,11:30,Dolby Cinema,21.99,11
ST366,MOV051,TH005,2024-12-20,18:00,Standard,19.99,4
ST367,MOV041,TH005,2024-12-20,20:00,IMAX,26.99,19
ST368,MOV041,TH005,2024-12-20,13:30,3D,19.99,6
ST369,MOV041,TH005,2024-12-20,12:30,IMAX,24.99,18
ST370,MOV020,TH006,2024-12-20,22:00,IMAX,26.99,10
ST371,MOV020,TH006,2024-12-20,12:30,Dolby Cinema,23.99,2
ST372,MOV020,TH006,2024-12-20,18:00,IMAX,26.99,5
ST373,MOV020,TH006,2024-12-20,10:30,Dolby Cinema,21.99,17
ST374,MOV032,TH006,2024-12-20,18:00,Standard,19.99,5
ST375,MOV032,TH006,2024-12-20,14:30,Standard,17.49,17
ST376,MOV032,TH006,2024-12-20,11:00,IMAX,22.99,8
ST377,MOV032,TH006,2024-12-20,21:00,Dolby Cinema,25.99,12
ST378,MOV079,TH006,2024-12-20,20:30,IMAX,26.99,2
ST379,MOV079,TH006,2024-12-20,17:30,Dolby Cinema,23.99,10
ST380,MOV079,TH006,2024-12-20,10:30,Standard,14.99,13
ST381,MOV079,TH006,2024-12-20,18:30,3D,21.99,4
ST382,MOV053,TH006,2024-12-20,16:00,3D,19.99,16
ST383,MOV053,TH006,2024-12-20,17:00,IMAX,24.99,4
ST384,MOV053,TH006,2024-12-20,11:00,Standard,14.99,16
ST385,MOV053,TH006,2024-12-20,19:30,Standard,19.99,9
ST386,MOV009,TH006,2024-12-20,22:30,Standard,19.99,10
ST387,MOV009,TH006,2024-12-20,13:00,Dolby Cinema,23.99,2
ST388,MOV024,TH006,2024-12-20,19:30,Standard,19.99,18
ST389,MOV024,TH006,2024-12-20,16:00,IMAX,24.99,15
ST390,MOV024,TH006,2024-12-20,12:30,Dolby Cinema,23.99,6
ST391,MOV024,TH006,2024-12-20,20:30,IMAX,26.99,18
ST392,MOV056,TH006,2024-12-20,22:00,3D,21.99,5
ST393,MOV056,TH006,2024-12-20,21:30,IMAX,26.99,13
ST394,MOV056,TH006,2024-12-20,16:30,3D,19.99,16
ST395,MOV056,TH006,2024-12-20,13:00,Dolby Cinema,23.99,9
