id,product_id,name,price,sku,inventory_count,attributes
var_044_3pack,prod_044,Simply Good Organic Lemons - 3 pack,1.7,LEM-044-3 P,71,"{""size"": ""3 pack""}"
var_045_single,prod_045,Classic Kitchen Lemons - single,0.55,LEM-045-SIN,52,"{""size"": ""single""}"
var_045_3pack,prod_045,Classic Kitchen Lemons - 3 pack,1.38,LEM-045-3 P,30,"{""size"": ""3 pack""}"
var_046_single,prod_046,Meadow Gold Organic Limes - single,0.66,LIM-046-SIN,18,"{""size"": ""single""}"
var_046_3pack,prod_046,Meadow Gold Organic Limes - 3 pack,1.65,LIM-046-3 P,48,"{""size"": ""3 pack""}"
var_047_single,prod_047,Golden Harvest Limes - single,0.5,LIM-047-SIN,34,"{""size"": ""single""}"
var_047_3pack,prod_047,Golden Harvest Limes - 3 pack,1.25,LIM-047-3 P,61,"{""size"": ""3 pack""}"
var_048_single,prod_048,Country Best Limes - single,0.5,LIM-048-SIN,73,"{""size"": ""single""}"
var_048_3pack,prod_048,Country Best Limes - 3 pack,1.25,LIM-048-3 P,57,"{""size"": ""3 pack""}"
var_049_single,prod_049,Fresh Farms Mangoes - single,1.9,MAN-049-SIN,54,"{""size"": ""single""}"
var_049_3pack,prod_049,Fresh Farms Mangoes - 3 pack,4.75,MAN-049-3 P,30,"{""size"": ""3 pack""}"
var_050_single,prod_050,Green Valley Mangoes - single,2.23,MAN-050-SIN,25,"{""size"": ""single""}"
var_050_3pack,prod_050,Green Valley Mangoes - 3 pack,5.58,MAN-050-3 P,57,"{""size"": ""3 pack""}"
var_051_single,prod_051,Organic Choice Mangoes - single,1.66,MAN-051-SIN,21,"{""size"": ""single""}"
var_051_3pack,prod_051,Organic Choice Mangoes - 3 pack,4.15,MAN-051-3 P,52,"{""size"": ""3 pack""}"
var_052_single,prod_052,Daily Delight Organic Mangoes - single,3.04,MAN-052-SIN,61,"{""size"": ""single""}"
var_052_3pack,prod_052,Daily Delight Organic Mangoes - 3 pack,7.6,MAN-052-3 P,25,"{""size"": ""3 pack""}"
var_053_single,prod_053,Classic Kitchen Pineapple - single,3.98,PIN-053-SIN,27,"{""size"": ""single""}"
var_053_3pack,prod_053,Classic Kitchen Pineapple - 3 pack,9.95,PIN-053-3 P,38,"{""size"": ""3 pack""}"
var_054_single,prod_054,Local Pride Pineapple - single,4.78,PIN-054-SIN,28,"{""size"": ""single""}"
var_054_3pack,prod_054,Local Pride Pineapple - 3 pack,11.95,PIN-054-3 P,22,"{""size"": ""3 pack""}"
var_055_single,prod_055,Simply Good Watermelon - single,6.5,WAT-055-SIN,34,"{""size"": ""single""}"
var_055_3pack,prod_055,Simply Good Watermelon - 3 pack,16.25,WAT-055-3 P,69,"{""size"": ""3 pack""}"
var_056_single,prod_056,Home Style Organic Watermelon - single,8.09,WAT-056-SIN,57,"{""size"": ""single""}"
var_056_3pack,prod_056,Home Style Organic Watermelon - 3 pack,20.23,WAT-056-3 P,62,"{""size"": ""3 pack""}"
var_057_single,prod_057,Sunrise Farms Cantaloupe - single,3.43,CAN-057-SIN,80,"{""size"": ""single""}"
var_057_3pack,prod_057,Sunrise Farms Cantaloupe - 3 pack,8.58,CAN-057-3 P,68,"{""size"": ""3 pack""}"
var_058_single,prod_058,Daily Delight Cantaloupe - single,4.26,CAN-058-SIN,21,"{""size"": ""single""}"
var_058_3pack,prod_058,Daily Delight Cantaloupe - 3 pack,10.65,CAN-058-3 P,39,"{""size"": ""3 pack""}"
var_059_single,prod_059,Pure & Simple Cantaloupe - single,3.1,CAN-059-SIN,58,"{""size"": ""single""}"
var_059_3pack,prod_059,Pure & Simple Cantaloupe - 3 pack,7.75,CAN-059-3 P,50,"{""size"": ""3 pack""}"
var_060_single,prod_060,Mountain Fresh Organic Cantaloupe - single,4.84,CAN-060-SIN,80,"{""size"": ""single""}"
var_060_3pack,prod_060,Mountain Fresh Organic Cantaloupe - 3 pack,12.1,CAN-060-3 P,25,"{""size"": ""3 pack""}"
var_061_1lb,prod_061,Market Fresh Peaches - 1 lb,3.43,PEA-061-1 L,21,"{""size"": ""1 lb""}"
var_061_3lb,prod_061,Market Fresh Peaches - 3 lb,9.26,PEA-061-3 L,30,"{""size"": ""3 lb""}"
var_062_1lb,prod_062,Nature's Best Organic Peaches - 1 lb,4.59,PEA-062-1 L,66,"{""size"": ""1 lb""}"
var_062_3lb,prod_062,Nature's Best Organic Peaches - 3 lb,12.39,PEA-062-3 L,67,"{""size"": ""3 lb""}"
var_063_1lb,prod_063,Farm Fresh Peaches - 1 lb,3.35,PEA-063-1 L,54,"{""size"": ""1 lb""}"
var_063_3lb,prod_063,Farm Fresh Peaches - 3 lb,9.05,PEA-063-3 L,41,"{""size"": ""3 lb""}"
var_064_1lb,prod_064,Home Style Peaches - 1 lb,3.48,PEA-064-1 L,65,"{""size"": ""1 lb""}"
var_064_3lb,prod_064,Home Style Peaches - 3 lb,9.4,PEA-064-3 L,29,"{""size"": ""3 lb""}"
var_065_1lb,prod_065,Premium Select Pears - 1 lb,1.92,PEA-065-1 L,60,"{""size"": ""1 lb""}"
var_065_3lb,prod_065,Premium Select Pears - 3 lb,5.18,PEA-065-3 L,74,"{""size"": ""3 lb""}"
var_066_1lb,prod_066,Golden Harvest Pears - 1 lb,2.72,PEA-066-1 L,30,"{""size"": ""1 lb""}"
var_066_3lb,prod_066,Golden Harvest Pears - 3 lb,7.34,PEA-066-3 L,68,"{""size"": ""3 lb""}"
var_067_1lb,prod_067,Simply Good Organic Cherries - 1 lb,7.96,CHE-067-1 L,44,"{""size"": ""1 lb""}"
var_067_3lb,prod_067,Simply Good Organic Cherries - 3 lb,21.49,CHE-067-3 L,44,"{""size"": ""3 lb""}"
var_068_1lb,prod_068,Local Pride Cherries - 1 lb,8.32,CHE-068-1 L,61,"{""size"": ""1 lb""}"
var_068_3lb,prod_068,Local Pride Cherries - 3 lb,22.46,CHE-068-3 L,79,"{""size"": ""3 lb""}"
var_069_1lb,prod_069,Pure & Simple Cherries - 1 lb,8.03,CHE-069-1 L,75,"{""size"": ""1 lb""}"
var_069_3lb,prod_069,Pure & Simple Cherries - 3 lb,21.68,CHE-069-3 L,21,"{""size"": ""3 lb""}"
var_070_1lb,prod_070,Premium Select Cherries - 1 lb,8.6,CHE-070-1 L,58,"{""size"": ""1 lb""}"
var_070_3lb,prod_070,Premium Select Cherries - 3 lb,23.22,CHE-070-3 L,33,"{""size"": ""3 lb""}"
var_071_6oz,prod_071,Classic Kitchen Raspberries - 6 oz,6.85,RAS-071-6 O,39,"{""size"": ""6 oz""}"
var_072_6oz,prod_072,Quality First Raspberries - 6 oz,5.86,RAS-072-6 O,52,"{""size"": ""6 oz""}"
var_073_6oz,prod_073,Farm Fresh Raspberries - 6 oz,6.61,RAS-073-6 O,52,"{""size"": ""6 oz""}"
var_074_6oz,prod_074,Pure & Simple Blackberries - 6 oz,5.08,BLA-074-6 O,58,"{""size"": ""6 oz""}"
var_075_6oz,prod_075,Heritage Foods Blackberries - 6 oz,5.91,BLA-075-6 O,27,"{""size"": ""6 oz""}"
var_076_6oz,prod_076,Daily Delight Blackberries - 6 oz,5.31,BLA-076-6 O,66,"{""size"": ""6 oz""}"
var_077_single,prod_077,Market Fresh Kiwi - single,0.85,KIW-077-SIN,43,"{""size"": ""single""}"
var_077_3pack,prod_077,Market Fresh Kiwi - 3 pack,2.12,KIW-077-3 P,19,"{""size"": ""3 pack""}"
var_078_single,prod_078,Home Style Organic Kiwi - single,1.13,KIW-078-SIN,78,"{""size"": ""single""}"
var_078_3pack,prod_078,Home Style Organic Kiwi - 3 pack,2.82,KIW-078-3 P,59,"{""size"": ""3 pack""}"
var_079_single,prod_079,Classic Kitchen Kiwi - single,0.93,KIW-079-SIN,16,"{""size"": ""single""}"
var_079_3pack,prod_079,Classic Kitchen Kiwi - 3 pack,2.33,KIW-079-3 P,21,"{""size"": ""3 pack""}"
var_080_single,prod_080,Local Pride Organic Kiwi - single,1.1,KIW-080-SIN,57,"{""size"": ""single""}"
var_080_3pack,prod_080,Local Pride Organic Kiwi - 3 pack,2.75,KIW-080-3 P,10,"{""size"": ""3 pack""}"
var_081_single,prod_081,Fresh Farms Pomegranate - single,3.61,POM-081-SIN,48,"{""size"": ""single""}"
var_081_3pack,prod_081,Fresh Farms Pomegranate - 3 pack,9.03,POM-081-3 P,64,"{""size"": ""3 pack""}"
var_082_single,prod_082,Sunrise Farms Pomegranate - single,2.7,POM-082-SIN,40,"{""size"": ""single""}"
var_082_3pack,prod_082,Sunrise Farms Pomegranate - 3 pack,6.75,POM-082-3 P,80,"{""size"": ""3 pack""}"
var_083_single,prod_083,Fresh Farms Organic Pomegranate - single,3.37,POM-083-SIN,38,"{""size"": ""single""}"
var_083_3pack,prod_083,Fresh Farms Organic Pomegranate - 3 pack,8.43,POM-083-3 P,67,"{""size"": ""3 pack""}"
var_084_single,prod_084,Quality First Organic Pomegranate - single,4.77,POM-084-SIN,60,"{""size"": ""single""}"
var_084_3pack,prod_084,Quality First Organic Pomegranate - 3 pack,11.92,POM-084-3 P,74,"{""size"": ""3 pack""}"
var_085_single,prod_085,Organic Choice Grapefruit - single,1.38,GRA-085-SIN,34,"{""size"": ""single""}"
var_085_3pack,prod_085,Organic Choice Grapefruit - 3 pack,3.45,GRA-085-3 P,80,"{""size"": ""3 pack""}"
var_086_single,prod_086,Heritage Foods Grapefruit - single,1.2,GRA-086-SIN,20,"{""size"": ""single""}"
var_086_3pack,prod_086,Heritage Foods Grapefruit - 3 pack,3.0,GRA-086-3 P,65,"{""size"": ""3 pack""}"
var_087_single,prod_087,Mountain Fresh Grapefruit - single,1.27,GRA-087-SIN,36,"{""size"": ""single""}"
var_087_3pack,prod_087,Mountain Fresh Grapefruit - 3 pack,3.17,GRA-087-3 P,25,"{""size"": ""3 pack""}"
var_088_single,prod_088,Quality First Organic Grapefruit - single,1.65,GRA-088-SIN,28,"{""size"": ""single""}"
var_088_3pack,prod_088,Quality First Organic Grapefruit - 3 pack,4.12,GRA-088-3 P,39,"{""size"": ""3 pack""}"
var_089_single,prod_089,Fresh Farms Papaya - single,4.03,PAP-089-SIN,11,"{""size"": ""single""}"
var_089_3pack,prod_089,Fresh Farms Papaya - 3 pack,10.08,PAP-089-3 P,18,"{""size"": ""3 pack""}"
var_090_single,prod_090,Classic Kitchen Organic Papaya - single,4.46,PAP-090-SIN,37,"{""size"": ""single""}"
var_090_3pack,prod_090,Classic Kitchen Organic Papaya - 3 pack,11.15,PAP-090-3 P,77,"{""size"": ""3 pack""}"
var_091_single,prod_091,Mountain Fresh Papaya - single,3.01,PAP-091-SIN,23,"{""size"": ""single""}"
var_091_3pack,prod_091,Mountain Fresh Papaya - 3 pack,7.52,PAP-091-3 P,31,"{""size"": ""3 pack""}"
var_092_bunch,prod_092,Green Valley Broccoli - bunch,2.83,BRO-092-BUN,44,"{""size"": ""bunch""}"
var_093_bunch,prod_093,Organic Choice Broccoli - bunch,3.69,BRO-093-BUN,71,"{""size"": ""bunch""}"
var_094_bunch,prod_094,Heritage Foods Broccoli - bunch,2.87,BRO-094-BUN,28,"{""size"": ""bunch""}"
var_095_1lb,prod_095,Classic Kitchen Carrots - 1 lb,1.52,CAR-095-1 L,54,"{""size"": ""1 lb""}"
var_095_3lb,prod_095,Classic Kitchen Carrots - 3 lb,4.1,CAR-095-3 L,73,"{""size"": ""3 lb""}"
var_096_1lb,prod_096,Mountain Fresh Carrots - 1 lb,2.01,CAR-096-1 L,56,"{""size"": ""1 lb""}"
var_096_3lb,prod_096,Mountain Fresh Carrots - 3 lb,5.43,CAR-096-3 L,22,"{""size"": ""3 lb""}"
var_097_1lb,prod_097,Premium Select Carrots - 1 lb,1.98,CAR-097-1 L,35,"{""size"": ""1 lb""}"
var_097_3lb,prod_097,Premium Select Carrots - 3 lb,5.35,CAR-097-3 L,21,"{""size"": ""3 lb""}"
var_098_bunch,prod_098,Market Fresh Celery - bunch,2.46,CEL-098-BUN,49,"{""size"": ""bunch""}"
var_099_bunch,prod_099,Organic Choice Celery - bunch,2.42,CEL-099-BUN,23,"{""size"": ""bunch""}"
var_100_bunch,prod_100,Farm Fresh Celery - bunch,2.89,CEL-100-BUN,18,"{""size"": ""bunch""}"
var_101_bunch,prod_101,Golden Harvest Celery - bunch,2.57,CEL-101-BUN,56,"{""size"": ""bunch""}"
var_102_single,prod_102,Green Valley Cucumber - single,0.89,CUC-102-SIN,78,"{""size"": ""single""}"
var_102_3pack,prod_102,Green Valley Cucumber - 3 pack,2.23,CUC-102-3 P,71,"{""size"": ""3 pack""}"
var_103_single,prod_103,Sunrise Farms Organic Cucumber - single,1.43,CUC-103-SIN,50,"{""size"": ""single""}"
var_103_3pack,prod_103,Sunrise Farms Organic Cucumber - 3 pack,3.57,CUC-103-3 P,31,"{""size"": ""3 pack""}"
var_104_single,prod_104,Green Valley Cucumber - single,1.25,CUC-104-SIN,28,"{""size"": ""single""}"
var_104_3pack,prod_104,Green Valley Cucumber - 3 pack,3.12,CUC-104-3 P,26,"{""size"": ""3 pack""}"
var_105_single,prod_105,Simply Good Cucumber - single,1.02,CUC-105-SIN,13,"{""size"": ""single""}"
var_105_3pack,prod_105,Simply Good Cucumber - 3 pack,2.55,CUC-105-3 P,47,"{""size"": ""3 pack""}"
var_106_1lb,prod_106,Market Fresh Tomatoes - 1 lb,3.69,TOM-106-1 L,34,"{""size"": ""1 lb""}"
var_106_3lb,prod_106,Market Fresh Tomatoes - 3 lb,9.96,TOM-106-3 L,12,"{""size"": ""3 lb""}"
var_107_1lb,prod_107,Organic Choice Tomatoes - 1 lb,2.84,TOM-107-1 L,48,"{""size"": ""1 lb""}"
var_107_3lb,prod_107,Organic Choice Tomatoes - 3 lb,7.67,TOM-107-3 L,73,"{""size"": ""3 lb""}"
var_108_1lb,prod_108,Farm Fresh Organic Tomatoes - 1 lb,3.34,TOM-108-1 L,30,"{""size"": ""1 lb""}"
var_108_3lb,prod_108,Farm Fresh Organic Tomatoes - 3 lb,9.02,TOM-108-3 L,11,"{""size"": ""3 lb""}"
var_109_1lb,prod_109,Simply Good Onions - 1 lb,1.44,ONI-109-1 L,77,"{""size"": ""1 lb""}"
var_109_3lb,prod_109,Simply Good Onions - 3 lb,3.89,ONI-109-3 L,71,"{""size"": ""3 lb""}"
var_110_1lb,prod_110,Golden Harvest Organic Onions - 1 lb,1.35,ONI-110-1 L,68,"{""size"": ""1 lb""}"
var_110_3lb,prod_110,Golden Harvest Organic Onions - 3 lb,3.65,ONI-110-3 L,67,"{""size"": ""3 lb""}"
var_111_1lb,prod_111,Premium Select Onions - 1 lb,1.0,ONI-111-1 L,26,"{""size"": ""1 lb""}"
var_111_3lb,prod_111,Premium Select Onions - 3 lb,2.7,ONI-111-3 L,46,"{""size"": ""3 lb""}"
var_112_head,prod_112,Classic Kitchen Garlic - head,0.5,GAR-112-HEA,14,"{""size"": ""head""}"
var_113_head,prod_113,Heritage Foods Garlic - head,0.73,GAR-113-HEA,62,"{""size"": ""head""}"
var_114_head,prod_114,Green Valley Garlic - head,0.63,GAR-114-HEA,53,"{""size"": ""head""}"
var_115_1lb,prod_115,Simply Good Potatoes - 1 lb,1.73,POT-115-1 L,27,"{""size"": ""1 lb""}"
var_115_3lb,prod_115,Simply Good Potatoes - 3 lb,4.67,POT-115-3 L,38,"{""size"": ""3 lb""}"
var_116_1lb,prod_116,Fresh Farms Organic Potatoes - 1 lb,1.86,POT-116-1 L,20,"{""size"": ""1 lb""}"
var_116_3lb,prod_116,Fresh Farms Organic Potatoes - 3 lb,5.02,POT-116-3 L,43,"{""size"": ""3 lb""}"
var_117_1lb,prod_117,Heritage Foods Potatoes - 1 lb,1.28,POT-117-1 L,71,"{""size"": ""1 lb""}"
var_117_3lb,prod_117,Heritage Foods Potatoes - 3 lb,3.46,POT-117-3 L,73,"{""size"": ""3 lb""}"
var_118_1lb,prod_118,Local Pride Sweet Potatoes - 1 lb,1.79,SWE-118-1 L,76,"{""size"": ""1 lb""}"
var_118_3lb,prod_118,Local Pride Sweet Potatoes - 3 lb,4.83,SWE-118-3 L,20,"{""size"": ""3 lb""}"
var_119_1lb,prod_119,Home Style Sweet Potatoes - 1 lb,1.88,SWE-119-1 L,33,"{""size"": ""1 lb""}"
var_119_3lb,prod_119,Home Style Sweet Potatoes - 3 lb,5.08,SWE-119-3 L,22,"{""size"": ""3 lb""}"
var_120_8oz,prod_120,Golden Harvest Mushrooms - 8 oz,3.23,MUS-120-8 O,28,"{""size"": ""8 oz""}"
var_121_8oz,prod_121,Golden Harvest Mushrooms - 8 oz,4.05,MUS-121-8 O,19,"{""size"": ""8 oz""}"
var_122_8oz,prod_122,Premium Select Mushrooms - 8 oz,3.53,MUS-122-8 O,78,"{""size"": ""8 oz""}"
var_123_8oz,prod_123,Mountain Fresh Organic Mushrooms - 8 oz,5.75,MUS-123-8 O,36,"{""size"": ""8 oz""}"
var_124_1lb,prod_124,Sunrise Farms Organic Zucchini - 1 lb,2.85,ZUC-124-1 L,36,"{""size"": ""1 lb""}"
var_124_3lb,prod_124,Sunrise Farms Organic Zucchini - 3 lb,7.7,ZUC-124-3 L,48,"{""size"": ""3 lb""}"
var_125_1lb,prod_125,Green Valley Organic Zucchini - 1 lb,3.08,ZUC-125-1 L,68,"{""size"": ""1 lb""}"
var_125_3lb,prod_125,Green Valley Organic Zucchini - 3 lb,8.32,ZUC-125-3 L,36,"{""size"": ""3 lb""}"
var_126_bunch,prod_126,Green Valley Asparagus - bunch,5.32,ASP-126-BUN,27,"{""size"": ""bunch""}"
var_127_bunch,prod_127,Local Pride Asparagus - bunch,5.73,ASP-127-BUN,20,"{""size"": ""bunch""}"
var_128_bunch,prod_128,Classic Kitchen Asparagus - bunch,4.99,ASP-128-BUN,32,"{""size"": ""bunch""}"
var_129_bunch,prod_129,Home Style Asparagus - bunch,4.13,ASP-129-BUN,73,"{""size"": ""bunch""}"
var_130_1lb,prod_130,Local Pride Green Beans - 1 lb,2.52,GRE-130-1 L,58,"{""size"": ""1 lb""}"
