id,product_id,name,price,sku,inventory_count,attributes
var_005_m_green,prod_005,Striped Polo - M Green,49.99,POLO-M-GRN,20,"""{""""size"""": """"M"""", """"color"""": """"Green/White""""}"""
var_006_28_indigo,prod_006,Slim Fit Jeans - 28 Indigo,79.99,JEAN-28-IND,15,"""{""""size"""": """"28"""", """"color"""": """"Indigo""""}"""
var_006_30_indigo,prod_006,Slim Fit Jeans - 30 Indigo,79.99,JEAN-30-IND,25,"""{""""size"""": """"30"""", """"color"""": """"Indigo""""}"""
var_006_32_indigo,prod_006,Slim Fit Jeans - 32 Indigo,79.99,JEAN-32-IND,30,"""{""""size"""": """"32"""", """"color"""": """"Indigo""""}"""
var_006_34_indigo,prod_006,Slim Fit Jeans - 34 Indigo,79.99,JEAN-34-IND,20,"""{""""size"""": """"34"""", """"color"""": """"Indigo""""}"""
var_006_32_black,prod_006,Slim Fit Jeans - 32 Black,79.99,JEAN-32-BLK,10,"""{""""size"""": """"32"""", """"color"""": """"Black""""}"""
var_007_s_black,prod_007,Wide Leg Trousers - S Black,99.99,WLTR-S-BLK,12,"""{""""size"""": """"S"""", """"color"""": """"Black""""}"""
var_007_m_black,prod_007,Wide Leg Trousers - M Black,99.99,WLTR-M-BLK,18,"""{""""size"""": """"M"""", """"color"""": """"Black""""}"""
var_007_l_black,prod_007,Wide Leg Trousers - L Black,99.99,WLTR-L-BLK,15,"""{""""size"""": """"L"""", """"color"""": """"Black""""}"""
var_007_m_navy,prod_007,Wide Leg Trousers - M Navy,99.99,WLTR-M-NVY,10,"""{""""size"""": """"M"""", """"color"""": """"Navy""""}"""
var_008_xs_blush,prod_008,Pleated Midi Skirt - XS Blush,74.99,PLSK-XS-BLS,8,"""{""""size"""": """"XS"""", """"color"""": """"Blush""""}"""
var_008_s_blush,prod_008,Pleated Midi Skirt - S Blush,74.99,PLSK-S-BLS,12,"""{""""size"""": """"S"""", """"color"""": """"Blush""""}"""
var_008_m_blush,prod_008,Pleated Midi Skirt - M Blush,74.99,PLSK-M-BLS,12,"""{""""size"""": """"M"""", """"color"""": """"Blush""""}"""
var_008_s_black,prod_008,Pleated Midi Skirt - S Black,74.99,PLSK-S-BLK,8,"""{""""size"""": """"S"""", """"color"""": """"Black""""}"""
var_009_s_khaki,prod_009,Chino Shorts - S Khaki,44.99,CHSH-S-KHK,20,"""{""""size"""": """"S"""", """"color"""": """"Khaki""""}"""
var_009_m_khaki,prod_009,Chino Shorts - M Khaki,44.99,CHSH-M-KHK,30,"""{""""size"""": """"M"""", """"color"""": """"Khaki""""}"""
var_009_l_khaki,prod_009,Chino Shorts - L Khaki,44.99,CHSH-L-KHK,25,"""{""""size"""": """"L"""", """"color"""": """"Khaki""""}"""
var_009_m_navy,prod_009,Chino Shorts - M Navy,44.99,CHSH-M-NVY,15,"""{""""size"""": """"M"""", """"color"""": """"Navy""""}"""
var_010_s_grey,prod_010,Athletic Joggers - S Grey,59.99,JOGG-S-GRY,15,"""{""""size"""": """"S"""", """"color"""": """"Heather Grey""""}"""
var_010_m_grey,prod_010,Athletic Joggers - M Grey,59.99,JOGG-M-GRY,20,"""{""""size"""": """"M"""", """"color"""": """"Heather Grey""""}"""
var_010_l_grey,prod_010,Athletic Joggers - L Grey,59.99,JOGG-L-GRY,18,"""{""""size"""": """"L"""", """"color"""": """"Heather Grey""""}"""
var_010_m_black,prod_010,Athletic Joggers - M Black,59.99,JOGG-M-BLK,17,"""{""""size"""": """"M"""", """"color"""": """"Black""""}"""
var_011_xs_floral,prod_011,Floral Wrap Dress - XS,119.99,FWDR-XS-FLR,6,"""{""""size"""": """"XS"""", """"color"""": """"Blue Floral""""}"""
var_011_s_floral,prod_011,Floral Wrap Dress - S,119.99,FWDR-S-FLR,10,"""{""""size"""": """"S"""", """"color"""": """"Blue Floral""""}"""
var_011_m_floral,prod_011,Floral Wrap Dress - M,119.99,FWDR-M-FLR,12,"""{""""size"""": """"M"""", """"color"""": """"Blue Floral""""}"""
var_011_l_floral,prod_011,Floral Wrap Dress - L,119.99,FWDR-L-FLR,7,"""{""""size"""": """"L"""", """"color"""": """"Blue Floral""""}"""
var_012_xs_black,prod_012,Little Black Dress - XS,139.99,LBDR-XS-BLK,5,"""{""""size"""": """"XS"""", """"color"""": """"Black""""}"""
var_012_s_black,prod_012,Little Black Dress - S,139.99,LBDR-S-BLK,8,"""{""""size"""": """"S"""", """"color"""": """"Black""""}"""
var_012_m_black,prod_012,Little Black Dress - M,139.99,LBDR-M-BLK,7,"""{""""size"""": """"M"""", """"color"""": """"Black""""}"""
var_012_l_black,prod_012,Little Black Dress - L,139.99,LBDR-L-BLK,5,"""{""""size"""": """"L"""", """"color"""": """"Black""""}"""
var_013_s_terracotta,prod_013,Summer Maxi Dress - S,89.99,SMDR-S-TER,12,"""{""""size"""": """"S"""", """"color"""": """"Terracotta""""}"""
var_013_m_terracotta,prod_013,Summer Maxi Dress - M,89.99,SMDR-M-TER,18,"""{""""size"""": """"M"""", """"color"""": """"Terracotta""""}"""
var_013_l_terracotta,prod_013,Summer Maxi Dress - L,89.99,SMDR-L-TER,12,"""{""""size"""": """"L"""", """"color"""": """"Terracotta""""}"""
var_013_m_sage,prod_013,Summer Maxi Dress - M Sage,89.99,SMDR-M-SAG,8,"""{""""size"""": """"M"""", """"color"""": """"Sage Green""""}"""
var_014_8_white,prod_014,Leather Sneakers - 8 White,129.99,LSNK-8-WHT,10,"""{""""size"""": """"8"""", """"color"""": """"White""""}"""
var_014_9_white,prod_014,Leather Sneakers - 9 White,129.99,LSNK-9-WHT,15,"""{""""size"""": """"9"""", """"color"""": """"White""""}"""
var_014_10_white,prod_014,Leather Sneakers - 10 White,129.99,LSNK-10-WHT,18,"""{""""size"""": """"10"""", """"color"""": """"White""""}"""
var_014_11_white,prod_014,Leather Sneakers - 11 White,129.99,LSNK-11-WHT,12,"""{""""size"""": """"11"""", """"color"""": """"White""""}"""
var_014_10_black,prod_014,Leather Sneakers - 10 Black,129.99,LSNK-10-BLK,10,"""{""""size"""": """"10"""", """"color"""": """"Black""""}"""
var_015_6_tan,prod_015,Ankle Boots - 6 Tan,159.99,ANBT-6-TAN,8,"""{""""size"""": """"6"""", """"color"""": """"Tan Suede""""}"""
var_015_7_tan,prod_015,Ankle Boots - 7 Tan,159.99,ANBT-7-TAN,12,"""{""""size"""": """"7"""", """"color"""": """"Tan Suede""""}"""
var_015_8_tan,prod_015,Ankle Boots - 8 Tan,159.99,ANBT-8-TAN,10,"""{""""size"""": """"8"""", """"color"""": """"Tan Suede""""}"""
var_015_7_black,prod_015,Ankle Boots - 7 Black,159.99,ANBT-7-BLK,10,"""{""""size"""": """"7"""", """"color"""": """"Black Suede""""}"""
var_016_6_gold,prod_016,Strappy Sandals - 6 Gold,79.99,STSD-6-GLD,10,"""{""""size"""": """"6"""", """"color"""": """"Gold""""}"""
var_016_7_gold,prod_016,Strappy Sandals - 7 Gold,79.99,STSD-7-GLD,15,"""{""""size"""": """"7"""", """"color"""": """"Gold""""}"""
var_016_8_gold,prod_016,Strappy Sandals - 8 Gold,79.99,STSD-8-GLD,12,"""{""""size"""": """"8"""", """"color"""": """"Gold""""}"""
var_016_7_black,prod_016,Strappy Sandals - 7 Black,79.99,STSD-7-BLK,18,"""{""""size"""": """"7"""", """"color"""": """"Black""""}"""
var_017_6_black,prod_017,Classic Pumps - 6 Black,119.99,PUMP-6-BLK,10,"""{""""size"""": """"6"""", """"color"""": """"Black Patent""""}"""
var_017_7_black,prod_017,Classic Pumps - 7 Black,119.99,PUMP-7-BLK,12,"""{""""size"""": """"7"""", """"color"""": """"Black Patent""""}"""
var_017_8_black,prod_017,Classic Pumps - 8 Black,119.99,PUMP-8-BLK,10,"""{""""size"""": """"8"""", """"color"""": """"Black Patent""""}"""
var_017_7_nude,prod_017,Classic Pumps - 7 Nude,119.99,PUMP-7-NUD,13,"""{""""size"""": """"7"""", """"color"""": """"Nude""""}"""
var_018_tan,prod_018,Leather Tote Bag - Tan,189.99,LTOT-TAN,12,"""{""""color"""": """"Tan""""}"""
var_018_black,prod_018,Leather Tote Bag - Black,189.99,LTOT-BLK,10,"""{""""color"""": """"Black""""}"""
var_018_cognac,prod_018,Leather Tote Bag - Cognac,189.99,LTOT-COG,8,"""{""""color"""": """"Cognac""""}"""
var_019_brown,prod_019,Woven Leather Belt - Brown,69.99,WBLT-BRN,20,"""{""""color"""": """"Brown""""}"""
var_019_tan,prod_019,Woven Leather Belt - Tan,69.99,WBLT-TAN,18,"""{""""color"""": """"Tan""""}"""
var_019_black,prod_019,Woven Leather Belt - Black,69.99,WBLT-BLK,12,"""{""""color"""": """"Black""""}"""
var_020_blue,prod_020,Silk Scarf - Blue Paisley,89.99,SLSC-BLU,15,"""{""""color"""": """"Blue Paisley""""}"""
var_020_red,prod_020,Silk Scarf - Red Floral,89.99,SLSC-RED,12,"""{""""color"""": """"Red Floral""""}"""
var_020_green,prod_020,Silk Scarf - Green Abstract,89.99,SLSC-GRN,13,"""{""""color"""": """"Green Abstract""""}"""
var_488_one size_olive,prod_488,Style Haven Cashmere Handbag - Olive,274.41,H-0488-One Size-OLI,27,"{""color"": ""Olive""}"
var_488_one size_coral,prod_488,Style Haven Cashmere Handbag - Coral,274.41,H-0488-One Size-COR,21,"{""color"": ""Coral""}"
var_488_one size_white,prod_488,Style Haven Cashmere Handbag - White,274.41,H-0488-One Size-WHI,29,"{""color"": ""White""}"
var_488_one size_forestgreen,prod_488,Style Haven Cashmere Handbag - Forest Green,274.41,H-0488-One Size-FOR,17,"{""color"": ""Forest Green""}"
var_489_one size_olive,prod_489,Sunset Studios Wool Handbag - Olive,338.9,H-0489-One Size-OLI,10,"{""color"": ""Olive""}"
var_489_one size_emerald,prod_489,Sunset Studios Wool Handbag - Emerald,338.9,H-0489-One Size-EME,27,"{""color"": ""Emerald""}"
var_489_one size_dustyrose,prod_489,Sunset Studios Wool Handbag - Dusty Rose,338.9,H-0489-One Size-DUS,23,"{""color"": ""Dusty Rose""}"
var_489_one size_chocolate,prod_489,Sunset Studios Wool Handbag - Chocolate,338.9,H-0489-One Size-CHO,2,"{""color"": ""Chocolate""}"
var_490_one size_lavender,prod_490,Coastal Collective Cotton Handbag - Lavender,191.46,H-0490-One Size-LAV,10,"{""color"": ""Lavender""}"
var_490_one size_chocolate,prod_490,Coastal Collective Cotton Handbag - Chocolate,191.46,H-0490-One Size-CHO,17,"{""color"": ""Chocolate""}"
var_490_one size_sage,prod_490,Coastal Collective Cotton Handbag - Sage,191.46,H-0490-One Size-SAG,20,"{""color"": ""Sage""}"
var_490_one size_burgundy,prod_490,Coastal Collective Cotton Handbag - Burgundy,191.46,H-0490-One Size-BUR,30,"{""color"": ""Burgundy""}"
var_491_one size_wine,prod_491,Urban Thread Linen Handbag - Wine,280.23,H-0491-One Size-WIN,22,"{""color"": ""Wine""}"
var_491_one size_ivory,prod_491,Urban Thread Linen Handbag - Ivory,280.23,H-0491-One Size-IVO,14,"{""color"": ""Ivory""}"
var_491_one size_emerald,prod_491,Urban Thread Linen Handbag - Emerald,280.23,H-0491-One Size-EME,4,"{""color"": ""Emerald""}"
var_491_one size_beige,prod_491,Urban Thread Linen Handbag - Beige,280.23,H-0491-One Size-BEI,6,"{""color"": ""Beige""}"
var_492_one size_tan,prod_492,Coastal Collective Silk Handbag - Tan,182.76,H-0492-One Size-TAN,4,"{""color"": ""Tan""}"
var_492_one size_rust,prod_492,Coastal Collective Silk Handbag - Rust,182.76,H-0492-One Size-RUS,24,"{""color"": ""Rust""}"
var_493_one size_sand,prod_493,Silk & Stone Polyester Handbag - Sand,309.81,H-0493-One Size-SAN,11,"{""color"": ""Sand""}"
var_493_one size_olive,prod_493,Silk & Stone Polyester Handbag - Olive,309.81,H-0493-One Size-OLI,29,"{""color"": ""Olive""}"
var_493_one size_slate,prod_493,Silk & Stone Polyester Handbag - Slate,309.81,H-0493-One Size-SLA,8,"{""color"": ""Slate""}"
var_494_one size_rust,prod_494,Everyday Elegance Polyester Handbag - Rust,200.67,H-0494-One Size-RUS,2,"{""color"": ""Rust""}"
var_494_one size_charcoal,prod_494,Everyday Elegance Polyester Handbag - Charcoal,200.67,H-0494-One Size-CHA,3,"{""color"": ""Charcoal""}"
var_494_one size_wine,prod_494,Everyday Elegance Polyester Handbag - Wine,200.67,H-0494-One Size-WIN,13,"{""color"": ""Wine""}"
var_495_one size_chocolate,prod_495,Luxe Label Polyester Handbag - Chocolate,248.78,H-0495-One Size-CHO,13,"{""color"": ""Chocolate""}"
var_495_one size_black,prod_495,Luxe Label Polyester Handbag - Black,248.78,H-0495-One Size-BLA,7,"{""color"": ""Black""}"
var_495_one size_lavender,prod_495,Luxe Label Polyester Handbag - Lavender,248.78,H-0495-One Size-LAV,16,"{""color"": ""Lavender""}"
var_495_one size_tan,prod_495,Luxe Label Polyester Handbag - Tan,248.78,H-0495-One Size-TAN,1,"{""color"": ""Tan""}"
var_495_one size_sand,prod_495,Luxe Label Polyester Handbag - Sand,248.78,H-0495-One Size-SAN,19,"{""color"": ""Sand""}"
var_496_one size_slate,prod_496,Metro Collection Rayon Handbag - Slate,218.01,H-0496-One Size-SLA,12,"{""color"": ""Slate""}"
var_496_one size_olive,prod_496,Metro Collection Rayon Handbag - Olive,218.01,H-0496-One Size-OLI,9,"{""color"": ""Olive""}"
var_496_one size_coral,prod_496,Metro Collection Rayon Handbag - Coral,218.01,H-0496-One Size-COR,12,"{""color"": ""Coral""}"
var_496_one size_charcoal,prod_496,Metro Collection Rayon Handbag - Charcoal,218.01,H-0496-One Size-CHA,23,"{""color"": ""Charcoal""}"
var_497_one size_slate,prod_497,Modern Muse Velvet Handbag - Slate,298.29,H-0497-One Size-SLA,15,"{""color"": ""Slate""}"
var_497_one size_tan,prod_497,Modern Muse Velvet Handbag - Tan,298.29,H-0497-One Size-TAN,28,"{""color"": ""Tan""}"
var_498_one size_terracotta,prod_498,Style Haven Chiffon Handbag - Terracotta,186.83,H-0498-One Size-TER,14,"{""color"": ""Terracotta""}"
var_498_one size_chocolate,prod_498,Style Haven Chiffon Handbag - Chocolate,186.83,H-0498-One Size-CHO,13,"{""color"": ""Chocolate""}"
var_498_one size_white,prod_498,Style Haven Chiffon Handbag - White,186.83,H-0498-One Size-WHI,15,"{""color"": ""White""}"
var_498_one size_emerald,prod_498,Style Haven Chiffon Handbag - Emerald,186.83,H-0498-One Size-EME,10,"{""color"": ""Emerald""}"
var_499_one size_sand,prod_499,Modern Muse Velvet Handbag - Sand,291.32,H-0499-One Size-SAN,9,"{""color"": ""Sand""}"
var_499_one size_slate,prod_499,Modern Muse Velvet Handbag - Slate,291.32,H-0499-One Size-SLA,25,"{""color"": ""Slate""}"
var_500_one size_burgundy,prod_500,Pure Cotton Co Suede Handbag - Burgundy,259.11,H-0500-One Size-BUR,11,"{""color"": ""Burgundy""}"
var_500_one size_white,prod_500,Pure Cotton Co Suede Handbag - White,259.11,H-0500-One Size-WHI,0,"{""color"": ""White""}"
var_500_one size_charcoal,prod_500,Pure Cotton Co Suede Handbag - Charcoal,259.11,H-0500-One Size-CHA,23,"{""color"": ""Charcoal""}"
var_500_one size_tan,prod_500,Pure Cotton Co Suede Handbag - Tan,259.11,H-0500-One Size-TAN,21,"{""color"": ""Tan""}"
var_501_one size_white,prod_501,Pine & Oak Chiffon Handbag - White,278.88,H-0501-One Size-WHI,11,"{""color"": ""White""}"
var_501_one size_slate,prod_501,Pine & Oak Chiffon Handbag - Slate,278.88,H-0501-One Size-SLA,25,"{""color"": ""Slate""}"
var_501_one size_sand,prod_501,Pine & Oak Chiffon Handbag - Sand,278.88,H-0501-One Size-SAN,8,"{""color"": ""Sand""}"
var_502_one size_black,prod_502,Timeless Trend Cashmere Handbag - Black,332.19,H-0502-One Size-BLA,13,"{""color"": ""Black""}"
var_502_one size_ivory,prod_502,Timeless Trend Cashmere Handbag - Ivory,332.19,H-0502-One Size-IVO,16,"{""color"": ""Ivory""}"
var_503_one size_slate,prod_503,Essential Edit Tweed Belt - Slate,88.4,B-0503-One Size-SLA,22,"{""color"": ""Slate""}"
var_503_one size_sand,prod_503,Essential Edit Tweed Belt - Sand,88.4,B-0503-One Size-SAN,17,"{""color"": ""Sand""}"
var_503_one size_camel,prod_503,Essential Edit Tweed Belt - Camel,88.4,B-0503-One Size-CAM,23,"{""color"": ""Camel""}"
var_503_one size_sage,prod_503,Essential Edit Tweed Belt - Sage,88.4,B-0503-One Size-SAG,27,"{""color"": ""Sage""}"
var_503_one size_wine,prod_503,Essential Edit Tweed Belt - Wine,88.4,B-0503-One Size-WIN,9,"{""color"": ""Wine""}"
var_504_one size_olive,prod_504,The Basics Suede Belt - Olive,90.43,B-0504-One Size-OLI,10,"{""color"": ""Olive""}"
var_504_one size_burgundy,prod_504,The Basics Suede Belt - Burgundy,90.43,B-0504-One Size-BUR,18,"{""color"": ""Burgundy""}"
var_504_one size_charcoal,prod_504,The Basics Suede Belt - Charcoal,90.43,B-0504-One Size-CHA,3,"{""color"": ""Charcoal""}"
var_504_one size_cream,prod_504,The Basics Suede Belt - Cream,90.43,B-0504-One Size-CRE,3,"{""color"": ""Cream""}"
var_504_one size_beige,prod_504,The Basics Suede Belt - Beige,90.43,B-0504-One Size-BEI,11,"{""color"": ""Beige""}"
var_505_one size_grey,prod_505,Modern Muse Wool Belt - Grey,49.91,B-0505-One Size-GRE,29,"{""color"": ""Grey""}"
var_505_one size_sand,prod_505,Modern Muse Wool Belt - Sand,49.91,B-0505-One Size-SAN,17,"{""color"": ""Sand""}"
var_505_one size_black,prod_505,Modern Muse Wool Belt - Black,49.91,B-0505-One Size-BLA,15,"{""color"": ""Black""}"
var_505_one size_dustyrose,prod_505,Modern Muse Wool Belt - Dusty Rose,49.91,B-0505-One Size-DUS,26,"{""color"": ""Dusty Rose""}"
var_506_one size_grey,prod_506,The Basics Satin Belt - Grey,84.43,B-0506-One Size-GRE,3,"{""color"": ""Grey""}"
var_506_one size_burgundy,prod_506,The Basics Satin Belt - Burgundy,84.43,B-0506-One Size-BUR,19,"{""color"": ""Burgundy""}"
var_506_one size_black,prod_506,The Basics Satin Belt - Black,84.43,B-0506-One Size-BLA,2,"{""color"": ""Black""}"
var_507_one size_white,prod_507,Pure Cotton Co Jersey Belt - White,62.55,B-0507-One Size-WHI,10,"{""color"": ""White""}"
var_507_one size_beige,prod_507,Pure Cotton Co Jersey Belt - Beige,62.55,B-0507-One Size-BEI,10,"{""color"": ""Beige""}"
var_507_one size_ivory,prod_507,Pure Cotton Co Jersey Belt - Ivory,62.55,B-0507-One Size-IVO,28,"{""color"": ""Ivory""}"
var_508_one size_olive,prod_508,Everyday Elegance Linen Belt - Olive,70.53,B-0508-One Size-OLI,14,"{""color"": ""Olive""}"
var_508_one size_camel,prod_508,Everyday Elegance Linen Belt - Camel,70.53,B-0508-One Size-CAM,12,"{""color"": ""Camel""}"
var_508_one size_chocolate,prod_508,Everyday Elegance Linen Belt - Chocolate,70.53,B-0508-One Size-CHO,18,"{""color"": ""Chocolate""}"
var_508_one size_beige,prod_508,Everyday Elegance Linen Belt - Beige,70.53,B-0508-One Size-BEI,16,"{""color"": ""Beige""}"
var_508_one size_cream,prod_508,Everyday Elegance Linen Belt - Cream,70.53,B-0508-One Size-CRE,12,"{""color"": ""Cream""}"
var_509_one size_cream,prod_509,Timeless Trend Cotton Belt - Cream,96.94,B-0509-One Size-CRE,1,"{""color"": ""Cream""}"
var_509_one size_tan,prod_509,Timeless Trend Cotton Belt - Tan,96.94,B-0509-One Size-TAN,21,"{""color"": ""Tan""}"
var_510_one size_lavender,prod_510,Modern Muse Suede Belt - Lavender,51.11,B-0510-One Size-LAV,3,"{""color"": ""Lavender""}"
var_510_one size_navy,prod_510,Modern Muse Suede Belt - Navy,51.11,B-0510-One Size-NAV,27,"{""color"": ""Navy""}"
var_510_one size_sage,prod_510,Modern Muse Suede Belt - Sage,51.11,B-0510-One Size-SAG,7,"{""color"": ""Sage""}"
var_510_one size_wine,prod_510,Modern Muse Suede Belt - Wine,51.11,B-0510-One Size-WIN,12,"{""color"": ""Wine""}"
var_511_one size_sand,prod_511,Heritage House Silk Belt - Sand,97.27,B-0511-One Size-SAN,8,"{""color"": ""Sand""}"
var_511_one size_ivory,prod_511,Heritage House Silk Belt - Ivory,97.27,B-0511-One Size-IVO,26,"{""color"": ""Ivory""}"
var_511_one size_lavender,prod_511,Heritage House Silk Belt - Lavender,97.27,B-0511-One Size-LAV,24,"{""color"": ""Lavender""}"
var_511_one size_camel,prod_511,Heritage House Silk Belt - Camel,97.27,B-0511-One Size-CAM,11,"{""color"": ""Camel""}"
var_511_one size_chocolate,prod_511,Heritage House Silk Belt - Chocolate,97.27,B-0511-One Size-CHO,16,"{""color"": ""Chocolate""}"
var_512_one size_blush,prod_512,Sunset Studios Rayon Belt - Blush,50.73,B-0512-One Size-BLU,18,"{""color"": ""Blush""}"
var_512_one size_emerald,prod_512,Sunset Studios Rayon Belt - Emerald,50.73,B-0512-One Size-EME,12,"{""color"": ""Emerald""}"
var_513_one size_olive,prod_513,Urban Thread Velvet Belt - Olive,90.87,B-0513-One Size-OLI,12,"{""color"": ""Olive""}"
var_513_one size_wine,prod_513,Urban Thread Velvet Belt - Wine,90.87,B-0513-One Size-WIN,11,"{""color"": ""Wine""}"
var_513_one size_forestgreen,prod_513,Urban Thread Velvet Belt - Forest Green,90.87,B-0513-One Size-FOR,29,"{""color"": ""Forest Green""}"
var_514_one size_white,prod_514,Urban Thread Linen Belt - White,73.58,B-0514-One Size-WHI,16,"{""color"": ""White""}"
var_514_one size_forestgreen,prod_514,Urban Thread Linen Belt - Forest Green,73.58,B-0514-One Size-FOR,9,"{""color"": ""Forest Green""}"
var_515_one size_navy,prod_515,Timeless Trend Linen Belt - Navy,82.25,B-0515-One Size-NAV,19,"{""color"": ""Navy""}"
var_515_one size_white,prod_515,Timeless Trend Linen Belt - White,82.25,B-0515-One Size-WHI,28,"{""color"": ""White""}"
var_516_one size_lavender,prod_516,Pine & Oak Satin Belt - Lavender,50.7,B-0516-One Size-LAV,29,"{""color"": ""Lavender""}"
var_516_one size_tan,prod_516,Pine & Oak Satin Belt - Tan,50.7,B-0516-One Size-TAN,12,"{""color"": ""Tan""}"
var_517_one size_cream,prod_517,Modern Muse Linen Belt - Cream,50.12,B-0517-One Size-CRE,22,"{""color"": ""Cream""}"
var_517_one size_dustyrose,prod_517,Modern Muse Linen Belt - Dusty Rose,50.12,B-0517-One Size-DUS,3,"{""color"": ""Dusty Rose""}"
var_517_one size_charcoal,prod_517,Modern Muse Linen Belt - Charcoal,50.12,B-0517-One Size-CHA,19,"{""color"": ""Charcoal""}"
var_517_one size_black,prod_517,Modern Muse Linen Belt - Black,50.12,B-0517-One Size-BLA,21,"{""color"": ""Black""}"
var_517_one size_sand,prod_517,Modern Muse Linen Belt - Sand,50.12,B-0517-One Size-SAN,4,"{""color"": ""Sand""}"
var_518_one size_lavender,prod_518,Chic Studio Rayon Scarf - Lavender,50.31,S-0518-One Size-LAV,0,"{""color"": ""Lavender""}"
var_518_one size_dustyrose,prod_518,Chic Studio Rayon Scarf - Dusty Rose,50.31,S-0518-One Size-DUS,8,"{""color"": ""Dusty Rose""}"
var_518_one size_grey,prod_518,Chic Studio Rayon Scarf - Grey,50.31,S-0518-One Size-GRE,17,"{""color"": ""Grey""}"
var_518_one size_white,prod_518,Chic Studio Rayon Scarf - White,50.31,S-0518-One Size-WHI,13,"{""color"": ""White""}"
var_519_one size_dustyrose,prod_519,Metro Collection Jersey Scarf - Dusty Rose,88.67,S-0519-One Size-DUS,2,"{""color"": ""Dusty Rose""}"
var_519_one size_blush,prod_519,Metro Collection Jersey Scarf - Blush,88.67,S-0519-One Size-BLU,3,"{""color"": ""Blush""}"
var_519_one size_sage,prod_519,Metro Collection Jersey Scarf - Sage,88.67,S-0519-One Size-SAG,27,"{""color"": ""Sage""}"
var_519_one size_charcoal,prod_519,Metro Collection Jersey Scarf - Charcoal,88.67,S-0519-One Size-CHA,22,"{""color"": ""Charcoal""}"
var_519_one size_navy,prod_519,Metro Collection Jersey Scarf - Navy,88.67,S-0519-One Size-NAV,9,"{""color"": ""Navy""}"
